ID,Age,Gender,Undergraduate_Major,Undergraduate_GPA,WorkYrsExp,CrtJob,Present_Salary,MngExp,Undergrade_UniRank,Entrepreneurial_Interest,Networking,Scholarship_Type,Post_Job,Expected_Salary,Post_Work_Loc,Reason,Study_Type,Response,TOEIC_Score
1219,31,Female,Business,3.65,4,Consultant,102397,Yes,196,9.8,7.6,Employer,Finance Manager,180479,International,Career Growth,On-Campus,No,700
1220,24,Male,Business,2.18,6,Entrepreneur,75797,No,315,1.6,1.9,Self-funded,Startup Founder,144185,International,Skill Enhancement,Online,Yes,500
1221,33,Female,Business,2.6,3,Engineer,72830,No,123,3.0,5.4,Scholarship,Executive,66543,International,Skill Enhancement,Online,Yes,500
1222,31,Male,Science,2.12,8,Entrepreneur,67731,No,97,4.8,5.5,Employer,Consultant,116036,Domestic,Skill Enhancement,On-Campus,No,900
1223,23,Male,Arts,2.74,3,Entrepreneur,47879,No,440,2.1,9.4,Scholarship,Executive,75692,International,Career Growth,Online,No,850
1224,21,Female,Engineering,3.96,7,Manager,106603,No,486,10.0,8.0,Employer,Startup Founder,119912,Domestic,Skill Enhancement,Online,No,850
1225,26,Female,Business,2.21,2,Manager,54664,No,365,6.2,3.2,Loan,Finance Manager,149912,International,Entrepreneurship,On-Campus,Yes,750
1226,22,Male,Engineering,3.12,5,Analyst,113848,No,66,2.5,8.3,Employer,Marketing Director,69540,Domestic,Entrepreneurship,Online,Yes,850
1227,28,Male,Science,2.01,0,Engineer,88382,Yes,371,3.2,4.9,Self-funded,Consultant,179999,Domestic,Career Growth,Online,Yes,800
1228,30,Female,Arts,3.43,6,Analyst,41428,No,268,4.6,5.5,Employer,Finance Manager,153659,Domestic,Skill Enhancement,On-Campus,No,500
1229,25,Female,Business,2.39,6,Engineer,119644,No,278,7.5,4.3,Self-funded,Executive,89744,Domestic,Entrepreneurship,Online,Yes,900
1230,27,Female,Business,2.26,1,Manager,113787,Yes,446,3.7,1.8,Employer,Consultant,108534,International,Career Growth,Online,No,750
1231,30,Male,Business,2.67,4,Manager,110563,No,410,3.7,9.9,Scholarship,Marketing Director,146184,Domestic,Career Growth,On-Campus,Yes,850
1232,32,Male,Engineering,3.54,3,Manager,108441,Yes,142,6.6,1.8,Self-funded,Executive,151312,International,Career Growth,On-Campus,Yes,990
1233,22,Male,Science,2.21,9,Engineer,83057,Yes,265,1.4,1.8,Self-funded,Consultant,76912,Domestic,Entrepreneurship,Online,Yes,800
1234,33,Male,Arts,2.46,8,Manager,51913,Yes,202,7.4,2.1,Self-funded,Finance Manager,114529,International,Entrepreneurship,Online,Yes,800
1235,28,Female,Science,2.02,1,Analyst,115693,Yes,263,5.9,3.5,Self-funded,Marketing Director,124453,Domestic,Career Growth,Online,Yes,600
1236,22,Male,Business,3.94,2,Entrepreneur,46852,No,361,4.9,5.9,Loan,Finance Manager,136865,Domestic,Networking,Online,No,650
1237,24,Male,Science,3.18,0,Engineer,87984,No,431,4.5,8.0,Scholarship,Startup Founder,134592,International,Networking,On-Campus,No,500
1238,21,Female,Engineering,3.44,9,Entrepreneur,58507,No,186,3.0,7.9,Self-funded,Marketing Director,193255,International,Networking,On-Campus,Yes,900
1239,25,Male,Economics,3.3,4,Analyst,71396,No,276,3.2,5.5,Employer,Consultant,159624,International,Skill Enhancement,Online,Yes,850
1240,29,Male,Economics,2.29,2,Consultant,59725,No,79,5.5,8.6,Self-funded,Startup Founder,131008,Domestic,Entrepreneurship,On-Campus,Yes,550
1241,21,Female,Arts,3.19,3,Manager,55531,Yes,440,2.8,1.2,Self-funded,Startup Founder,115845,Domestic,Networking,Online,No,850
1242,29,Female,Arts,2.26,3,Analyst,83769,No,427,6.1,1.4,Scholarship,Finance Manager,136752,International,Entrepreneurship,Online,No,650
1243,31,Female,Science,2.8,5,Consultant,91036,No,370,6.8,6.8,Scholarship,Consultant,112980,Domestic,Career Growth,On-Campus,No,550
1244,28,Male,Arts,3.14,9,Engineer,31685,No,354,5.1,5.2,Self-funded,Executive,105001,Domestic,Networking,Online,Yes,990
1245,26,Female,Engineering,3.12,6,Analyst,67700,No,444,2.0,5.5,Loan,Startup Founder,68992,International,Career Growth,On-Campus,No,750
1246,27,Female,Business,2.24,6,Engineer,84663,No,180,9.4,3.0,Loan,Marketing Director,115993,International,Skill Enhancement,On-Campus,Yes,500
1247,23,Male,Business,2.07,7,Entrepreneur,114404,Yes,115,8.5,8.5,Employer,Marketing Director,83889,International,Skill Enhancement,On-Campus,Yes,550
1248,34,Male,Science,3.6,2,Entrepreneur,63930,Yes,216,9.6,5.5,Employer,Executive,74449,International,Entrepreneurship,On-Campus,No,750
1249,21,Female,Business,3.45,4,Engineer,110537,No,194,4.3,2.9,Employer,Startup Founder,156113,International,Networking,Online,No,600
1250,25,Male,Science,2.16,9,Entrepreneur,59330,No,20,1.3,2.2,Employer,Executive,128056,Domestic,Career Growth,On-Campus,Yes,900
1251,34,Female,Arts,2.25,5,Entrepreneur,83161,Yes,397,4.9,10.0,Loan,Marketing Director,69328,International,Entrepreneurship,Online,No,900
1252,32,Male,Arts,3.79,5,Manager,119783,No,281,5.2,7.5,Loan,Marketing Director,137631,Domestic,Networking,On-Campus,No,800
1253,32,Male,Engineering,3.54,7,Engineer,108600,No,121,7.4,5.8,Scholarship,Consultant,94815,Domestic,Skill Enhancement,Online,Yes,700
1254,22,Male,Business,3.99,4,Engineer,77633,No,36,7.6,6.1,Scholarship,Startup Founder,190220,International,Skill Enhancement,Online,Yes,990
1255,34,Female,Engineering,2.51,4,Consultant,44472,No,3,4.8,2.0,Employer,Finance Manager,152008,Domestic,Skill Enhancement,On-Campus,No,500
1256,25,Male,Economics,2.98,0,Manager,63324,No,47,9.8,7.5,Self-funded,Marketing Director,100320,International,Career Growth,Online,Yes,500
1257,28,Female,Engineering,2.47,0,Analyst,102085,No,140,2.0,9.3,Scholarship,Finance Manager,71435,Domestic,Career Growth,On-Campus,No,500
1258,31,Female,Science,3.25,5,Manager,119678,No,188,9.1,9.1,Loan,Consultant,140379,International,Career Growth,Online,Yes,700
1259,29,Female,Science,2.23,9,Analyst,114424,No,225,7.9,8.1,Self-funded,Startup Founder,139219,Domestic,Entrepreneurship,Online,No,800
1260,22,Other,Engineering,2.25,9,Engineer,99061,Yes,284,5.8,6.9,Scholarship,Executive,98544,Domestic,Networking,On-Campus,Yes,500
1261,32,Female,Arts,2.14,4,Manager,101678,No,75,7.9,3.4,Self-funded,Startup Founder,130602,Domestic,Entrepreneurship,Online,Yes,800
1262,23,Male,Economics,3.39,9,Consultant,42511,No,81,7.8,4.1,Scholarship,Marketing Director,85996,Domestic,Networking,Online,No,650
1263,23,Other,Engineering,2.99,5,Entrepreneur,64044,Yes,232,2.5,8.5,Employer,Finance Manager,162394,Domestic,Entrepreneurship,Online,Yes,500
1264,21,Female,Arts,3.24,8,Analyst,102863,No,398,5.8,7.5,Employer,Finance Manager,61098,Domestic,Career Growth,On-Campus,Yes,900
1265,28,Male,Engineering,3.76,7,Entrepreneur,105128,No,31,5.2,9.9,Self-funded,Executive,167350,Domestic,Networking,Online,Yes,550
1266,26,Male,Business,3.48,6,Engineer,36287,No,249,5.4,1.8,Loan,Finance Manager,181767,International,Career Growth,On-Campus,No,990
1267,32,Female,Science,2.92,6,Engineer,81187,Yes,197,2.5,4.1,Loan,Startup Founder,188467,International,Networking,Online,Yes,800
1268,33,Male,Business,3.97,5,Engineer,76530,No,111,4.5,8.9,Employer,Startup Founder,143745,International,Career Growth,Online,No,500
1269,28,Female,Business,2.91,5,Entrepreneur,68578,No,194,5.7,1.2,Employer,Startup Founder,111818,Domestic,Entrepreneurship,Online,Yes,700
1270,31,Male,Economics,2.22,0,Engineer,94525,Yes,316,7.2,4.0,Loan,Startup Founder,168798,International,Networking,Online,Yes,650
1271,29,Male,Arts,3.99,6,Engineer,94461,Yes,359,4.8,9.8,Employer,Executive,147335,International,Networking,Online,No,600
1272,25,Female,Science,2.05,4,Entrepreneur,94477,Yes,77,6.8,5.9,Scholarship,Finance Manager,193510,International,Networking,On-Campus,Yes,600
1273,34,Male,Business,3.1,6,Engineer,111328,Yes,20,6.6,3.8,Employer,Executive,188801,International,Networking,On-Campus,Yes,900
1274,32,Male,Science,2.62,5,Analyst,39648,Yes,11,8.3,9.4,Self-funded,Finance Manager,197847,Domestic,Career Growth,Online,Yes,900
1275,34,Female,Arts,3.01,7,Manager,59210,No,462,4.7,4.1,Employer,Marketing Director,131075,International,Career Growth,On-Campus,Yes,650
1276,23,Male,Engineering,3.12,2,Analyst,93910,Yes,362,8.9,2.2,Employer,Startup Founder,106225,Domestic,Networking,Online,Yes,500
1277,25,Female,Business,2.48,7,Engineer,113272,No,132,1.2,6.2,Loan,Executive,187723,Domestic,Networking,On-Campus,Yes,500
1278,25,Female,Arts,3.11,6,Engineer,72844,No,180,9.1,7.4,Loan,Startup Founder,94503,Domestic,Networking,On-Campus,No,700
1279,25,Female,Science,3.51,0,Engineer,65715,No,47,9.6,1.7,Self-funded,Finance Manager,91511,International,Skill Enhancement,Online,No,550
1280,23,Male,Arts,2.53,2,Engineer,50564,Yes,122,4.7,6.6,Loan,Finance Manager,109310,International,Skill Enhancement,On-Campus,Yes,990
1281,31,Male,Engineering,2.77,9,Entrepreneur,68913,No,451,9.5,4.3,Self-funded,Startup Founder,162886,Domestic,Skill Enhancement,Online,Yes,500
1282,34,Female,Arts,2.54,3,Manager,75262,Yes,139,8.8,2.1,Scholarship,Marketing Director,68912,International,Career Growth,On-Campus,No,500
1283,30,Female,Science,3.64,8,Entrepreneur,38603,Yes,372,1.5,6.7,Loan,Executive,143557,Domestic,Career Growth,On-Campus,Yes,500
1284,34,Female,Business,3.45,5,Entrepreneur,44936,No,50,6.9,3.4,Self-funded,Marketing Director,163356,Domestic,Networking,On-Campus,Yes,750
1285,24,Female,Business,3.74,6,Engineer,58569,Yes,217,9.3,2.5,Employer,Finance Manager,189765,Domestic,Networking,Online,Yes,550
1286,29,Male,Economics,2.34,4,Analyst,112040,No,407,2.9,1.8,Self-funded,Marketing Director,72182,International,Skill Enhancement,Online,No,850
1287,33,Male,Science,2.15,2,Analyst,113400,No,209,9.3,4.6,Self-funded,Executive,197305,Domestic,Networking,Online,Yes,500
1288,30,Male,Economics,2.24,4,Consultant,43853,No,446,2.9,6.6,Employer,Consultant,112008,International,Career Growth,Online,No,650
1289,29,Male,Economics,2.32,6,Manager,70968,Yes,53,6.7,9.8,Loan,Consultant,66954,International,Skill Enhancement,On-Campus,Yes,600
1290,22,Male,Engineering,3.07,8,Consultant,50791,Yes,351,4.4,4.0,Employer,Consultant,102134,Domestic,Skill Enhancement,Online,Yes,850
1291,28,Female,Science,3.94,8,Entrepreneur,112419,No,142,5.9,6.5,Scholarship,Startup Founder,187738,Domestic,Entrepreneurship,On-Campus,No,800
1292,28,Male,Business,2.71,7,Consultant,73657,No,303,3.5,2.1,Self-funded,Finance Manager,122429,International,Entrepreneurship,Online,Yes,750
1293,27,Male,Science,3.92,4,Consultant,67008,No,18,4.7,9.4,Employer,Startup Founder,76382,Domestic,Networking,Online,Yes,650
1294,28,Male,Engineering,2.08,6,Consultant,67264,No,323,5.5,7.7,Scholarship,Consultant,190260,International,Career Growth,Online,No,900
1295,34,Female,Science,3.85,3,Manager,98510,No,109,5.5,7.4,Scholarship,Executive,116686,International,Entrepreneurship,Online,Yes,700
1296,23,Female,Science,2.36,9,Analyst,88029,No,227,9.9,5.9,Loan,Finance Manager,187067,International,Career Growth,On-Campus,Yes,900
1297,33,Female,Economics,3.82,4,Analyst,52064,Yes,253,8.7,6.1,Scholarship,Startup Founder,69583,International,Skill Enhancement,On-Campus,Yes,700
1298,26,Female,Science,2.11,3,Consultant,96290,No,103,2.3,5.0,Self-funded,Marketing Director,102874,Domestic,Entrepreneurship,On-Campus,Yes,500
1299,21,Male,Economics,3.9,2,Manager,117242,No,467,9.6,1.4,Scholarship,Marketing Director,88269,International,Entrepreneurship,On-Campus,Yes,750
1300,27,Female,Economics,2.4,0,Analyst,45084,Yes,407,6.1,1.6,Scholarship,Executive,105286,International,Career Growth,On-Campus,No,700
1301,21,Male,Arts,2.61,4,Engineer,75841,No,95,6.5,2.7,Employer,Startup Founder,102798,Domestic,Skill Enhancement,Online,Yes,550
1302,29,Male,Engineering,2.98,1,Analyst,68858,No,444,3.5,2.7,Loan,Finance Manager,92920,International,Entrepreneurship,On-Campus,No,990
1303,21,Female,Economics,2.76,5,Analyst,48698,Yes,187,3.7,1.5,Scholarship,Consultant,109366,Domestic,Networking,Online,No,800
1304,21,Female,Science,3.34,4,Manager,75561,No,344,2.2,5.5,Self-funded,Consultant,179775,Domestic,Networking,On-Campus,Yes,500
1305,27,Male,Economics,3.95,1,Manager,75016,Yes,50,8.5,5.6,Self-funded,Finance Manager,86607,Domestic,Skill Enhancement,Online,Yes,800
1306,22,Male,Economics,3.21,7,Analyst,48681,Yes,189,5.4,6.4,Self-funded,Executive,152684,Domestic,Career Growth,On-Campus,Yes,550
1307,34,Female,Economics,3.44,4,Engineer,100070,No,145,1.9,8.1,Loan,Marketing Director,104281,International,Career Growth,On-Campus,Yes,750
1308,25,Male,Business,2.18,1,Engineer,66447,No,124,5.0,9.4,Loan,Executive,127258,International,Career Growth,On-Campus,No,600
1309,28,Male,Business,3.26,0,Consultant,80637,No,54,4.1,9.5,Self-funded,Executive,129044,International,Networking,On-Campus,Yes,990
1310,28,Male,Business,2.91,1,Consultant,114463,Yes,347,7.2,9.1,Scholarship,Finance Manager,68121,International,Career Growth,Online,Yes,900
1311,23,Male,Business,3.77,0,Analyst,116631,No,265,2.7,7.7,Loan,Startup Founder,174815,Domestic,Skill Enhancement,On-Campus,Yes,800
1312,27,Female,Arts,2.78,9,Analyst,119048,No,160,9.4,7.0,Scholarship,Startup Founder,77550,Domestic,Networking,Online,Yes,550
1313,23,Male,Economics,3.36,9,Analyst,71096,No,462,8.0,2.1,Scholarship,Consultant,145327,Domestic,Skill Enhancement,Online,No,900
1314,26,Male,Arts,2.46,2,Engineer,75228,No,278,4.5,6.9,Employer,Marketing Director,163798,Domestic,Skill Enhancement,On-Campus,Yes,550
1315,26,Female,Science,2.52,2,Entrepreneur,64817,No,296,2.7,2.4,Employer,Marketing Director,170380,Domestic,Networking,Online,Yes,650
1316,23,Female,Engineering,2.75,9,Consultant,63624,No,334,7.9,7.7,Loan,Consultant,89810,Domestic,Networking,On-Campus,Yes,990
1317,27,Male,Arts,2.61,0,Consultant,91937,No,357,2.1,2.5,Scholarship,Marketing Director,145796,International,Skill Enhancement,Online,Yes,600
1318,23,Male,Business,2.51,6,Entrepreneur,80295,No,248,1.8,7.1,Scholarship,Marketing Director,166056,International,Career Growth,Online,No,850
1319,28,Male,Business,2.1,9,Analyst,32837,Yes,308,7.1,1.7,Self-funded,Startup Founder,85376,International,Entrepreneurship,On-Campus,Yes,800
1320,30,Female,Science,3.67,6,Consultant,62120,No,462,2.8,3.8,Scholarship,Marketing Director,191351,International,Career Growth,On-Campus,No,900
1321,24,Female,Economics,2.13,8,Engineer,62688,Yes,156,6.8,4.4,Scholarship,Consultant,179683,Domestic,Entrepreneurship,On-Campus,No,990
1322,33,Female,Engineering,3.77,4,Entrepreneur,69753,No,428,4.2,3.8,Loan,Finance Manager,97376,International,Career Growth,On-Campus,No,550
1323,21,Other,Arts,2.25,3,Engineer,65034,No,438,1.9,3.8,Loan,Executive,134302,International,Entrepreneurship,Online,Yes,650
1324,24,Female,Economics,2.13,4,Analyst,62733,No,360,6.6,5.8,Scholarship,Executive,171552,Domestic,Skill Enhancement,Online,Yes,550
1325,34,Female,Economics,3.13,7,Consultant,118246,Yes,225,6.8,8.4,Scholarship,Consultant,81869,International,Career Growth,On-Campus,No,700
1326,27,Male,Arts,3.0,7,Engineer,89907,No,304,5.9,8.9,Employer,Finance Manager,170100,International,Career Growth,On-Campus,No,700
1327,31,Male,Arts,2.98,3,Entrepreneur,38761,No,22,4.1,1.7,Loan,Executive,197039,Domestic,Career Growth,On-Campus,Yes,500
1328,24,Other,Arts,3.15,7,Analyst,112117,No,360,9.2,2.7,Scholarship,Consultant,84067,Domestic,Career Growth,Online,Yes,750
1329,33,Male,Arts,2.57,3,Consultant,33445,Yes,229,7.1,3.8,Self-funded,Finance Manager,116951,International,Entrepreneurship,On-Campus,No,850
1330,26,Male,Business,3.33,3,Consultant,84714,No,163,6.0,7.2,Employer,Executive,65295,Domestic,Networking,Online,No,800
1331,29,Female,Economics,3.0,7,Analyst,40948,No,301,5.3,4.6,Scholarship,Consultant,89036,Domestic,Skill Enhancement,Online,Yes,990
1332,21,Male,Economics,2.67,1,Analyst,91350,No,284,8.6,5.3,Employer,Consultant,158462,Domestic,Career Growth,Online,No,900
1333,33,Female,Business,3.65,3,Analyst,118423,Yes,485,9.7,8.1,Scholarship,Marketing Director,191467,International,Skill Enhancement,On-Campus,No,700
1334,25,Female,Economics,3.46,0,Engineer,84656,Yes,67,6.0,6.8,Scholarship,Executive,111928,Domestic,Networking,On-Campus,No,550
1335,31,Male,Arts,2.79,0,Manager,53649,No,86,1.4,6.3,Employer,Startup Founder,112065,International,Entrepreneurship,Online,No,600
1336,27,Female,Engineering,3.7,7,Consultant,53855,No,494,5.4,6.2,Scholarship,Startup Founder,178581,Domestic,Entrepreneurship,On-Campus,No,700
1337,21,Male,Economics,3.84,3,Engineer,38903,No,38,6.8,2.8,Loan,Consultant,132153,Domestic,Skill Enhancement,On-Campus,Yes,700
1338,34,Male,Engineering,3.07,5,Entrepreneur,59716,Yes,181,8.4,2.0,Employer,Finance Manager,153034,Domestic,Entrepreneurship,Online,No,600
1339,24,Female,Engineering,2.43,4,Consultant,104654,Yes,103,3.8,3.9,Scholarship,Finance Manager,66782,Domestic,Career Growth,Online,No,750
1340,26,Female,Business,3.83,9,Manager,91113,No,87,7.1,7.9,Employer,Consultant,97936,Domestic,Networking,Online,Yes,650
1341,22,Female,Science,2.38,5,Entrepreneur,58950,No,6,1.4,8.7,Self-funded,Marketing Director,144391,Domestic,Career Growth,Online,No,750
1342,30,Male,Economics,2.1,3,Consultant,111866,Yes,142,4.2,8.2,Scholarship,Consultant,162703,International,Career Growth,Online,Yes,500
1343,25,Female,Business,2.65,3,Manager,87551,Yes,470,3.7,2.4,Self-funded,Startup Founder,198148,Domestic,Networking,On-Campus,Yes,850
1344,31,Male,Business,3.45,6,Analyst,92214,Yes,36,1.8,9.3,Employer,Marketing Director,123110,International,Skill Enhancement,On-Campus,No,650
1345,30,Female,Engineering,3.85,0,Manager,101039,No,468,7.3,4.5,Loan,Finance Manager,94079,International,Career Growth,Online,Yes,600
1346,21,Male,Economics,3.27,8,Consultant,97888,No,307,4.3,8.5,Self-funded,Startup Founder,195749,International,Skill Enhancement,Online,No,500
1347,26,Female,Business,3.9,9,Manager,114695,Yes,490,3.0,6.6,Loan,Finance Manager,157976,International,Career Growth,Online,No,990
1348,26,Male,Arts,2.18,2,Consultant,71951,No,343,2.3,8.1,Loan,Finance Manager,115151,International,Skill Enhancement,On-Campus,No,750
1349,33,Male,Business,2.12,3,Consultant,85036,Yes,77,9.1,1.3,Loan,Startup Founder,137903,Domestic,Networking,Online,No,750
1350,24,Male,Arts,3.21,8,Manager,66194,Yes,44,2.2,4.9,Self-funded,Startup Founder,89734,International,Entrepreneurship,On-Campus,Yes,500
1351,33,Female,Science,3.93,4,Manager,89422,No,238,8.8,6.5,Employer,Finance Manager,76834,International,Career Growth,Online,No,500
1352,28,Female,Arts,3.01,3,Entrepreneur,38316,No,45,5.7,4.3,Employer,Executive,132895,Domestic,Networking,On-Campus,No,650
1353,24,Female,Arts,2.1,5,Entrepreneur,75486,No,371,1.3,8.1,Employer,Marketing Director,171507,International,Networking,Online,No,750
1354,28,Male,Engineering,2.44,0,Engineer,47244,Yes,457,9.6,7.5,Self-funded,Executive,180795,Domestic,Career Growth,Online,No,650
1355,33,Male,Business,2.49,9,Consultant,31314,Yes,112,6.0,4.5,Self-funded,Executive,79185,Domestic,Networking,Online,Yes,850
1356,28,Male,Science,2.68,0,Entrepreneur,100090,No,425,3.9,5.0,Loan,Executive,101478,International,Skill Enhancement,Online,Yes,550
1357,25,Female,Business,2.09,4,Engineer,111741,No,262,3.4,5.4,Scholarship,Finance Manager,88996,International,Career Growth,On-Campus,No,600
1358,33,Male,Arts,3.81,4,Consultant,90230,No,110,3.9,5.9,Self-funded,Executive,120600,Domestic,Entrepreneurship,Online,No,600
1359,24,Female,Arts,3.03,8,Engineer,55936,No,348,2.9,3.7,Self-funded,Finance Manager,115600,International,Networking,Online,Yes,500
1360,32,Female,Business,3.34,0,Entrepreneur,45529,Yes,391,3.2,3.1,Self-funded,Marketing Director,123356,Domestic,Skill Enhancement,On-Campus,Yes,550
1361,33,Female,Science,2.13,2,Engineer,72129,No,211,4.4,2.0,Scholarship,Consultant,63183,International,Skill Enhancement,Online,Yes,900
1362,22,Female,Science,2.11,2,Manager,103421,No,351,5.7,2.3,Loan,Finance Manager,109324,International,Skill Enhancement,On-Campus,Yes,500
1363,31,Female,Engineering,3.17,3,Engineer,64341,No,227,7.5,5.2,Employer,Finance Manager,167691,International,Entrepreneurship,On-Campus,No,650
1364,23,Female,Arts,3.77,6,Analyst,38511,Yes,349,3.7,7.0,Scholarship,Executive,65513,International,Skill Enhancement,On-Campus,No,850
1365,23,Male,Arts,3.06,6,Analyst,102713,No,47,2.2,7.0,Employer,Executive,184004,International,Career Growth,Online,No,800
1366,24,Female,Engineering,3.76,9,Engineer,80960,No,492,1.2,5.1,Employer,Startup Founder,173286,International,Entrepreneurship,On-Campus,No,500
